4:14:01 PM | info | Position closed: NVDA | P&L: $-426.39 | Daily P&L: $-426.39 | Bal: $9573.61
4:14:05 PM | info | Position closed: NVDA | P&L: $-79.17 | Daily P&L: $-438.02 | Bal: $6529.62
4:14:05 PM | info | Position closed: NVDA | P&L: $-120.22 | Daily P&L: $-558.24 | Bal: $6409.41
4:14:05 PM | info | Position closed: NVDA | P&L: $-307.45 | Daily P&L: $-307.45 | Bal: $6101.96
4:14:05 PM | info | Position closed: NVDA | P&L: $-305.31 | Daily P&L: $-612.76 | Bal: $5796.64
4:14:05 PM | info | Position closed: NVDA | P&L: $78.75 | Daily P&L: $78.75 | Bal: $5875.39
4:14:05 PM | info | Position closed: NVDA | P&L: $-75.90 | Daily P&L: $2.85 | Bal: $5799.49
4:14:05 PM | info | Position closed: NVDA | P&L: $175.70 | Daily P&L: $178.55 | Bal: $5975.19
4:14:05 PM | info | Position closed: NVDA | P&L: $-80.29 | Daily P&L: $98.26 | Bal: $5894.90
4:14:05 PM | info | Position closed: NVDA | P&L: $164.47 | Daily P&L: $262.73 | Bal: $6059.38
4:14:05 PM | info | Position closed: NVDA | P&L: $67.34 | Daily P&L: $330.08 | Bal: $6126.72
4:14:05 PM | info | Position closed: NVDA | P&L: $76.01 | Daily P&L: $406.08 | Bal: $6202.72
4:14:05 PM | info | Position closed: NVDA | P&L: $63.21 | Daily P&L: $469.30 | Bal: $6265.94
4:14:05 PM | info | Position closed: NVDA | P&L: $62.56 | Daily P&L: $531.86 | Bal: $6328.50
4:14:05 PM | info | Position closed: NVDA | P&L: $86.62 | Daily P&L: $618.48 | Bal: $6415.12
4:14:05 PM | info | Position closed: NVDA | P&L: $73.14 | Daily P&L: $691.62 | Bal: $6488.26
4:14:05 PM | info | Position closed: NVDA | P&L: $71.15 | Daily P&L: $762.77 | Bal: $6559.41
4:14:05 PM | info | Position closed: NVDA | P&L: $68.85 | Daily P&L: $831.61 | Bal: $6628.25
4:14:05 PM | info | Position closed: NVDA | P&L: $-69.61 | Daily P&L: $762.00 | Bal: $6558.64
4:14:05 PM | info | Position closed: NVDA | P&L: $91.22 | Daily P&L: $853.23 | Bal: $6649.87
4:14:05 PM | info | Position closed: NVDA | P&L: $-69.34 | Daily P&L: $783.89 | Bal: $6580.53
4:14:05 PM | info | Position closed: NVDA | P&L: $134.20 | Daily P&L: $918.09 | Bal: $6714.73
4:14:05 PM | info | Position closed: NVDA | P&L: $189.73 | Daily P&L: $1107.82 | Bal: $6904.46
4:14:05 PM | info | Position closed: NVDA | P&L: $-75.22 | Daily P&L: $1032.59 | Bal: $6829.24
4:14:05 PM | info | Position closed: NVDA | P&L: $-70.16 | Daily P&L: $962.43 | Bal: $6759.08
4:14:05 PM | info | Position closed: NVDA | P&L: $69.12 | Daily P&L: $1031.55 | Bal: $6828.20
4:14:05 PM | info | Position closed: NVDA | P&L: $-91.15 | Daily P&L: $940.41 | Bal: $6737.05
4:14:05 PM | info | Position closed: NVDA | P&L: $-78.65 | Daily P&L: $861.76 | Bal: $6658.40
4:14:05 PM | info | Position closed: NVDA | P&L: $168.23 | Daily P&L: $1029.99 | Bal: $6826.63
4:14:05 PM | info | Position closed: NVDA | P&L: $-73.70 | Daily P&L: $956.30 | Bal: $6752.94
4:14:05 PM | info | Position closed: NVDA | P&L: $230.05 | Daily P&L: $230.05 | Bal: $6982.99
4:14:05 PM | info | Position closed: NVDA | P&L: $85.15 | Daily P&L: $315.20 | Bal: $7068.14
4:14:05 PM | info | Position closed: NVDA | P&L: $-80.60 | Daily P&L: $234.60 | Bal: $6987.54
4:14:05 PM | info | Position closed: NVDA | P&L: $-73.92 | Daily P&L: $160.68 | Bal: $6913.62
4:14:05 PM | info | Position closed: NVDA | P&L: $-101.11 | Daily P&L: $59.57 | Bal: $6812.51
4:14:05 PM | info | Position closed: NVDA | P&L: $-179.69 | Daily P&L: $-120.12 | Bal: $6632.82
4:14:05 PM | info | Position closed: NVDA | P&L: $-81.13 | Daily P&L: $-201.24 | Bal: $6551.70
4:14:05 PM | info | Position closed: NVDA | P&L: $108.44 | Daily P&L: $-92.80 | Bal: $6660.14
4:14:05 PM | info | Position closed: NVDA | P&L: $104.83 | Daily P&L: $12.03 | Bal: $6764.97
4:14:05 PM | info | Position closed: NVDA | P&L: $-109.08 | Daily P&L: $-97.05 | Bal: $6655.89
4:14:05 PM | info | Position closed: NVDA | P&L: $-98.67 | Daily P&L: $-195.72 | Bal: $6557.22
4:14:05 PM | info | Position closed: NVDA | P&L: $-82.88 | Daily P&L: $-278.60 | Bal: $6474.34
4:14:05 PM | info | Position closed: NVDA | P&L: $-65.70 | Daily P&L: $-344.30 | Bal: $6408.64
4:14:05 PM | info | Position closed: NVDA | P&L: $69.60 | Daily P&L: $-274.70 | Bal: $6478.24
4:14:05 PM | info | Position closed: NVDA | P&L: $68.27 | Daily P&L: $-206.43 | Bal: $6546.51
4:14:05 PM | info | Position closed: NVDA | P&L: $-88.86 | Daily P&L: $-88.86 | Bal: $6457.65
4:14:05 PM | info | Position closed: NVDA | P&L: $101.56 | Daily P&L: $12.70 | Bal: $6559.21
4:14:05 PM | info | Position closed: NVDA | P&L: $-83.22 | Daily P&L: $-70.52 | Bal: $6475.99
4:14:05 PM | info | Position closed: NVDA | P&L: $-130.50 | Daily P&L: $-201.02 | Bal: $6345.49
4:14:05 PM | info | Position closed: NVDA | P&L: $-111.51 | Daily P&L: $-312.53 | Bal: $6233.98
4:14:05 PM | info | Position closed: NVDA | P&L: $73.41 | Daily P&L: $-239.12 | Bal: $6307.39
4:14:05 PM | info | Position closed: NVDA | P&L: $-94.05 | Daily P&L: $-333.17 | Bal: $6213.34
4:14:05 PM | info | Position closed: NVDA | P&L: $82.60 | Daily P&L: $-250.57 | Bal: $6295.94
4:14:05 PM | info | Position closed: NVDA | P&L: $-64.84 | Daily P&L: $-315.41 | Bal: $6231.10
4:14:05 PM | info | Position closed: NVDA | P&L: $-96.90 | Daily P&L: $-412.31 | Bal: $6134.20
4:14:05 PM | info | Position closed: NVDA | P&L: $-70.25 | Daily P&L: $-482.56 | Bal: $6063.95
4:14:05 PM | info | Position closed: NVDA | P&L: $72.54 | Daily P&L: $-410.02 | Bal: $6136.49
4:14:05 PM | info | Position closed: NVDA | P&L: $-123.36 | Daily P&L: $-533.38 | Bal: $6013.13
4:14:05 PM | info | Position closed: NVDA | P&L: $66.72 | Daily P&L: $66.72 | Bal: $6079.85
4:14:05 PM | info | Position closed: NVDA | P&L: $-109.98 | Daily P&L: $-43.26 | Bal: $5969.87
4:14:05 PM | info | Position closed: NVDA | P&L: $115.37 | Daily P&L: $72.11 | Bal: $6085.24
4:14:05 PM | info | Position closed: NVDA | P&L: $-119.28 | Daily P&L: $-47.17 | Bal: $5965.96
4:14:05 PM | info | Position closed: NVDA | P&L: $-61.38 | Daily P&L: $-108.55 | Bal: $5904.58
4:14:05 PM | info | Position closed: NVDA | P&L: $96.95 | Daily P&L: $-11.60 | Bal: $6001.53
4:14:05 PM | info | Position closed: NVDA | P&L: $93.87 | Daily P&L: $82.27 | Bal: $6095.40
4:14:05 PM | info | Position closed: NVDA | P&L: $89.46 | Daily P&L: $171.73 | Bal: $6184.86
4:14:05 PM | info | Position closed: NVDA | P&L: $65.26 | Daily P&L: $236.99 | Bal: $6250.12
4:14:05 PM | info | Position closed: NVDA | P&L: $82.65 | Daily P&L: $319.64 | Bal: $6332.77
4:14:05 PM | info | Position closed: NVDA | P&L: $-89.67 | Daily P&L: $229.97 | Bal: $6243.10
4:14:05 PM | info | Position closed: NVDA | P&L: $-91.66 | Daily P&L: $138.31 | Bal: $6151.43
4:14:05 PM | info | Position closed: NVDA | P&L: $71.68 | Daily P&L: $209.99 | Bal: $6223.12
4:14:05 PM | info | Position closed: NVDA | P&L: $71.29 | Daily P&L: $281.28 | Bal: $6294.41
4:14:05 PM | info | Position closed: NVDA | P&L: $128.33 | Daily P&L: $409.61 | Bal: $6422.74
4:14:05 PM | info | Position closed: NVDA | P&L: $79.77 | Daily P&L: $489.37 | Bal: $6502.50
4:14:05 PM | info | Position closed: NVDA | P&L: $-70.15 | Daily P&L: $419.22 | Bal: $6432.35
4:14:05 PM | info | Position closed: NVDA | P&L: $-69.97 | Daily P&L: $349.25 | Bal: $6362.38
4:14:05 PM | info | Position closed: NVDA | P&L: $-79.50 | Daily P&L: $269.75 | Bal: $6282.88
4:14:05 PM | info | Position closed: NVDA | P&L: $75.73 | Daily P&L: $345.49 | Bal: $6358.61
4:14:05 PM | info | Position closed: NVDA | P&L: $-261.65 | Daily P&L: $-261.65 | Bal: $6096.96
4:14:05 PM | info | Position closed: NVDA | P&L: $92.77 | Daily P&L: $-168.88 | Bal: $6189.73
4:14:05 PM | info | Position closed: NVDA | P&L: $-123.98 | Daily P&L: $-292.86 | Bal: $6065.76
4:14:05 PM | info | Position closed: NVDA | P&L: $-85.10 | Daily P&L: $-377.95 | Bal: $5980.66
4:14:05 PM | info | Position closed: NVDA | P&L: $96.91 | Daily P&L: $-281.04 | Bal: $6077.58
4:14:05 PM | info | Position closed: NVDA | P&L: $62.10 | Daily P&L: $-218.94 | Bal: $6139.68
4:14:05 PM | info | Position closed: NVDA | P&L: $-68.11 | Daily P&L: $-287.05 | Bal: $6071.57
4:14:05 PM | info | Position closed: NVDA | P&L: $112.37 | Daily P&L: $-174.68 | Bal: $6183.93
4:14:05 PM | info | Position closed: NVDA | P&L: $64.35 | Daily P&L: $-110.33 | Bal: $6248.28
4:14:05 PM | info | Position closed: NVDA | P&L: $116.24 | Daily P&L: $5.90 | Bal: $6364.52
4:14:05 PM | info | Position closed: NVDA | P&L: $142.08 | Daily P&L: $147.98 | Bal: $6506.60
4:14:05 PM | info | Position closed: NVDA | P&L: $-71.79 | Daily P&L: $76.19 | Bal: $6434.81
4:14:05 PM | info | Position closed: NVDA | P&L: $132.30 | Daily P&L: $208.49 | Bal: $6567.11
4:14:05 PM | info | Position closed: NVDA | P&L: $-71.73 | Daily P&L: $136.76 | Bal: $6495.38
4:14:05 PM | info | Position closed: NVDA | P&L: $-87.00 | Daily P&L: $49.77 | Bal: $6408.38
4:14:05 PM | info | Position closed: NVDA | P&L: $107.30 | Daily P&L: $157.07 | Bal: $6515.68
4:14:05 PM | info | Position closed: NVDA | P&L: $-67.39 | Daily P&L: $89.68 | Bal: $6448.29
4:14:05 PM | info | Position closed: NVDA | P&L: $-74.88 | Daily P&L: $14.80 | Bal: $6373.41
4:14:05 PM | info | Position closed: NVDA | P&L: $-94.07 | Daily P&L: $-79.27 | Bal: $6279.35
4:14:05 PM | info | Position closed: NVDA | P&L: $79.80 | Daily P&L: $0.53 | Bal: $6359.15
4:14:05 PM | info | Position closed: NVDA | P&L: $-64.24 | Daily P&L: $-63.71 | Bal: $6294.91
4:14:05 PM | info | Position closed: NVDA | P&L: $102.12 | Daily P&L: $102.12 | Bal: $6397.03
4:14:05 PM | info | Position closed: NVDA | P&L: $67.41 | Daily P&L: $169.53 | Bal: $6464.44
4:14:05 PM | info | Position closed: NVDA | P&L: $118.02 | Daily P&L: $287.55 | Bal: $6582.46
4:14:05 PM | info | Position closed: NVDA | P&L: $80.52 | Daily P&L: $368.07 | Bal: $6662.98
4:14:05 PM | info | Position closed: NVDA | P&L: $-76.15 | Daily P&L: $291.92 | Bal: $6586.83
4:14:05 PM | info | Position closed: NVDA | P&L: $88.93 | Daily P&L: $380.85 | Bal: $6675.75
4:14:05 PM | info | Position closed: NVDA | P&L: $120.35 | Daily P&L: $501.20 | Bal: $6796.10
4:14:05 PM | info | Position closed: NVDA | P&L: $76.85 | Daily P&L: $578.05 | Bal: $6872.96
4:14:05 PM | info | Position closed: NVDA | P&L: $-117.31 | Daily P&L: $460.73 | Bal: $6755.64
4:14:05 PM | info | Position closed: NVDA | P&L: $79.24 | Daily P&L: $539.97 | Bal: $6834.88
4:14:05 PM | info | Position closed: NVDA | P&L: $111.37 | Daily P&L: $651.34 | Bal: $6946.25
4:14:05 PM | info | Position closed: NVDA | P&L: $-93.62 | Daily P&L: $557.72 | Bal: $6852.63
4:14:05 PM | info | Position closed: NVDA | P&L: $96.53 | Daily P&L: $654.25 | Bal: $6949.16
4:14:05 PM | info | Position closed: NVDA | P&L: $-88.11 | Daily P&L: $566.14 | Bal: $6861.05
4:14:05 PM | info | Position closed: NVDA | P&L: $71.66 | Daily P&L: $637.79 | Bal: $6932.70
4:14:05 PM | info | Position closed: NVDA | P&L: $71.19 | Daily P&L: $71.19 | Bal: $7003.89
4:14:05 PM | info | Position closed: NVDA | P&L: $151.47 | Daily P&L: $222.66 | Bal: $7155.36
4:14:05 PM | info | Position closed: NVDA | P&L: $95.23 | Daily P&L: $317.89 | Bal: $7250.59
4:14:05 PM | info | Position closed: NVDA | P&L: $92.37 | Daily P&L: $410.26 | Bal: $7342.96
4:14:05 PM | info | Position closed: NVDA | P&L: $-91.35 | Daily P&L: $318.91 | Bal: $7251.61
4:14:05 PM | info | Position closed: NVDA | P&L: $102.30 | Daily P&L: $421.21 | Bal: $7353.91
4:14:05 PM | info | Position closed: NVDA | P&L: $-111.36 | Daily P&L: $309.85 | Bal: $7242.55
4:14:05 PM | info | Position closed: NVDA | P&L: $158.57 | Daily P&L: $468.42 | Bal: $7401.12
4:14:05 PM | info | Position closed: NVDA | P&L: $-92.64 | Daily P&L: $375.78 | Bal: $7308.48
4:14:05 PM | info | Position closed: NVDA | P&L: $81.09 | Daily P&L: $456.87 | Bal: $7389.57
4:14:05 PM | info | Position closed: NVDA | P&L: $-101.76 | Daily P&L: $355.11 | Bal: $7287.81
4:14:05 PM | info | Position closed: NVDA | P&L: $-121.60 | Daily P&L: $233.50 | Bal: $7166.21
4:14:05 PM | info | Position closed: NVDA | P&L: $74.97 | Daily P&L: $308.47 | Bal: $7241.18
4:14:05 PM | info | Position closed: NVDA | P&L: $-91.16 | Daily P&L: $217.32 | Bal: $7150.02
4:14:05 PM | info | Position closed: NVDA | P&L: $-109.25 | Daily P&L: $108.07 | Bal: $7040.77
4:14:05 PM | info | Position closed: NVDA | P&L: $118.17 | Daily P&L: $226.24 | Bal: $7158.94
4:14:05 PM | info | Position closed: NVDA | P&L: $-88.99 | Daily P&L: $137.25 | Bal: $7069.95
4:14:05 PM | info | Position closed: NVDA | P&L: $-78.90 | Daily P&L: $-78.90 | Bal: $6991.04
4:14:05 PM | info | Position closed: NVDA | P&L: $-111.68 | Daily P&L: $-190.58 | Bal: $6879.36
4:14:05 PM | info | Position closed: NVDA | P&L: $70.43 | Daily P&L: $-120.15 | Bal: $6949.80
4:14:05 PM | info | Position closed: NVDA | P&L: $-90.09 | Daily P&L: $-210.24 | Bal: $6859.71
4:14:05 PM | info | Position closed: NVDA | P&L: $77.55 | Daily P&L: $-132.69 | Bal: $6937.26
4:14:05 PM | info | Position closed: NVDA | P&L: $-88.66 | Daily P&L: $-221.35 | Bal: $6848.60
4:14:05 PM | info | Position closed: NVDA | P&L: $95.00 | Daily P&L: $-126.35 | Bal: $6943.60
4:14:05 PM | info | Position closed: NVDA | P&L: $-83.52 | Daily P&L: $-209.87 | Bal: $6860.08
4:14:05 PM | info | Position closed: NVDA | P&L: $77.83 | Daily P&L: $-132.04 | Bal: $6937.90
4:14:05 PM | info | Position closed: NVDA | P&L: $91.20 | Daily P&L: $-40.84 | Bal: $7029.10
4:14:05 PM | info | Position closed: NVDA | P&L: $70.32 | Daily P&L: $70.32 | Bal: $7099.42
4:14:05 PM | info | Position closed: NVDA | P&L: $-100.40 | Daily P&L: $-30.08 | Bal: $6999.02
4:14:05 PM | info | Position closed: NVDA | P&L: $90.80 | Daily P&L: $60.72 | Bal: $7089.82
4:14:05 PM | info | Position closed: NVDA | P&L: $75.73 | Daily P&L: $136.45 | Bal: $7165.56
4:14:05 PM | info | Position closed: NVDA | P&L: $-81.30 | Daily P&L: $55.15 | Bal: $7084.26
4:14:05 PM | info | Position closed: NVDA | P&L: $-144.89 | Daily P&L: $-89.74 | Bal: $6939.37
4:14:05 PM | info | Position closed: NVDA | P&L: $92.29 | Daily P&L: $2.56 | Bal: $7031.66
4:14:05 PM | info | Position closed: NVDA | P&L: $75.58 | Daily P&L: $78.14 | Bal: $7107.24
4:14:05 PM | info | Position closed: NVDA | P&L: $-77.91 | Daily P&L: $0.23 | Bal: $7029.33
4:14:05 PM | info | Position closed: NVDA | P&L: $-82.96 | Daily P&L: $-82.73 | Bal: $6946.37
4:14:05 PM | info | Position closed: NVDA | P&L: $75.28 | Daily P&L: $-7.45 | Bal: $7021.65
4:14:05 PM | info | Position closed: NVDA | P&L: $-163.49 | Daily P&L: $-170.95 | Bal: $6858.16
4:14:05 PM | info | Position closed: NVDA | P&L: $120.26 | Daily P&L: $120.26 | Bal: $6978.42
4:14:05 PM | info | Position closed: NVDA | P&L: $-97.18 | Daily P&L: $23.09 | Bal: $6881.25
4:14:05 PM | info | Position closed: NVDA | P&L: $-75.00 | Daily P&L: $-51.91 | Bal: $6806.25
4:14:05 PM | info | Position closed: NVDA | P&L: $-92.80 | Daily P&L: $-144.71 | Bal: $6713.45
4:14:05 PM | info | Position closed: NVDA | P&L: $-102.60 | Daily P&L: $-247.31 | Bal: $6610.85
4:14:05 PM | info | Position closed: NVDA | P&L: $89.28 | Daily P&L: $-158.03 | Bal: $6700.13
4:14:05 PM | info | Position closed: NVDA | P&L: $118.44 | Daily P&L: $-39.59 | Bal: $6818.57
4:14:05 PM | info | Position closed: NVDA | P&L: $96.42 | Daily P&L: $56.83 | Bal: $6914.99
4:14:05 PM | info | Position closed: NVDA | P&L: $-151.47 | Daily P&L: $-94.64 | Bal: $6763.52
4:14:05 PM | info | Position closed: NVDA | P&L: $114.15 | Daily P&L: $19.51 | Bal: $6877.67
4:14:05 PM | info | Position closed: NVDA | P&L: $-93.76 | Daily P&L: $-74.25 | Bal: $6783.91
4:14:05 PM | info | Position closed: NVDA | P&L: $84.38 | Daily P&L: $10.14 | Bal: $6868.30
4:14:05 PM | info | Position closed: NVDA | P&L: $107.31 | Daily P&L: $117.45 | Bal: $6975.61
4:14:05 PM | info | Position closed: NVDA | P&L: $-135.00 | Daily P&L: $-17.55 | Bal: $6840.61
4:14:05 PM | info | Position closed: NVDA | P&L: $-79.68 | Daily P&L: $-97.23 | Bal: $6760.93
4:14:05 PM | info | Position closed: NVDA | P&L: $80.57 | Daily P&L: $-16.66 | Bal: $6841.50
4:14:05 PM | info | Position closed: NVDA | P&L: $82.42 | Daily P&L: $82.42 | Bal: $6923.92
4:14:05 PM | info | Position closed: NVDA | P&L: $75.37 | Daily P&L: $157.79 | Bal: $6999.29
4:14:05 PM | info | Position closed: NVDA | P&L: $-96.05 | Daily P&L: $61.74 | Bal: $6903.25
4:14:05 PM | info | Position closed: NVDA | P&L: $202.94 | Daily P&L: $264.68 | Bal: $7106.19
4:14:05 PM | info | Position closed: NVDA | P&L: $76.76 | Daily P&L: $341.44 | Bal: $7182.94
4:14:05 PM | info | Position closed: NVDA | P&L: $93.18 | Daily P&L: $434.61 | Bal: $7276.12
4:14:05 PM | info | Position closed: NVDA | P&L: $75.46 | Daily P&L: $510.07 | Bal: $7351.58
4:14:05 PM | info | Position closed: NVDA | P&L: $120.51 | Daily P&L: $630.58 | Bal: $7472.09
4:14:05 PM | info | Position closed: NVDA | P&L: $-94.95 | Daily P&L: $535.63 | Bal: $7377.13
4:14:05 PM | info | Position closed: NVDA | P&L: $-76.94 | Daily P&L: $458.69 | Bal: $7300.19
4:14:05 PM | info | Position closed: NVDA | P&L: $-87.14 | Daily P&L: $371.55 | Bal: $7213.05
4:14:05 PM | info | Position closed: NVDA | P&L: $-158.03 | Daily P&L: $213.53 | Bal: $7055.03
4:14:05 PM | info | Position closed: NVDA | P&L: $83.50 | Daily P&L: $297.03 | Bal: $7138.53
4:14:05 PM | info | Position closed: NVDA | P&L: $86.71 | Daily P&L: $383.74 | Bal: $7225.24
4:14:05 PM | info | Position closed: NVDA | P&L: $-73.56 | Daily P&L: $310.18 | Bal: $7151.68
4:14:05 PM | info | Position closed: NVDA | P&L: $10.64 | Daily P&L: $320.82 | Bal: $7162.32
4:14:05 PM | info | Position closed: NVDA | P&L: $88.18 | Daily P&L: $88.18 | Bal: $7250.50
4:14:05 PM | info | Position closed: NVDA | P&L: $-75.75 | Daily P&L: $12.43 | Bal: $7174.75
4:14:05 PM | info | Position closed: NVDA | P&L: $84.59 | Daily P&L: $97.01 | Bal: $7259.33
4:14:05 PM | info | Position closed: NVDA | P&L: $93.62 | Daily P&L: $190.63 | Bal: $7352.95
4:14:05 PM | info | Position closed: NVDA | P&L: $-128.23 | Daily P&L: $62.40 | Bal: $7224.72
4:14:05 PM | info | Position closed: NVDA | P&L: $100.65 | Daily P&L: $163.05 | Bal: $7325.37
4:14:05 PM | info | Position closed: NVDA | P&L: $76.17 | Daily P&L: $239.21 | Bal: $7401.53
4:14:05 PM | info | Position closed: NVDA | P&L: $81.04 | Daily P&L: $320.25 | Bal: $7482.57
4:14:05 PM | info | Position closed: NVDA | P&L: $76.93 | Daily P&L: $397.18 | Bal: $7559.50
4:14:05 PM | info | Position closed: NVDA | P&L: $-90.63 | Daily P&L: $306.55 | Bal: $7468.87
4:14:05 PM | info | Position closed: NVDA | P&L: $-81.91 | Daily P&L: $224.64 | Bal: $7386.96
4:14:05 PM | info | Position closed: NVDA | P&L: $115.41 | Daily P&L: $340.05 | Bal: $7502.37
4:14:05 PM | info | Position closed: NVDA | P&L: $136.88 | Daily P&L: $476.93 | Bal: $7639.25
4:14:05 PM | info | Position closed: NVDA | P&L: $86.86 | Daily P&L: $86.86 | Bal: $7726.11
4:14:05 PM | info | Position closed: NVDA | P&L: $85.80 | Daily P&L: $172.66 | Bal: $7811.91
4:14:05 PM | info | Position closed: NVDA | P&L: $82.41 | Daily P&L: $255.07 | Bal: $7894.32
4:14:05 PM | info | Position closed: NVDA | P&L: $-115.66 | Daily P&L: $139.41 | Bal: $7778.66
4:14:05 PM | info | Position closed: NVDA | P&L: $-77.78 | Daily P&L: $61.62 | Bal: $7700.88
4:14:05 PM | info | Position closed: NVDA | P&L: $-78.48 | Daily P&L: $-16.86 | Bal: $7622.40
4:14:05 PM | info | Position closed: NVDA | P&L: $82.17 | Daily P&L: $65.31 | Bal: $7704.57
4:14:05 PM | info | Position closed: NVDA | P&L: $92.91 | Daily P&L: $158.22 | Bal: $7797.48
4:14:05 PM | info | Position closed: NVDA | P&L: $77.78 | Daily P&L: $236.01 | Bal: $7875.26
4:14:05 PM | info | Position closed: NVDA | P&L: $92.13 | Daily P&L: $328.13 | Bal: $7967.39
4:14:05 PM | info | Position closed: NVDA | P&L: $85.25 | Daily P&L: $413.38 | Bal: $8052.64
4:14:05 PM | info | Position closed: NVDA | P&L: $-85.50 | Daily P&L: $327.88 | Bal: $7967.14
4:14:05 PM | info | Position closed: NVDA | P&L: $99.59 | Daily P&L: $99.59 | Bal: $8066.72
4:14:05 PM | info | Position closed: NVDA | P&L: $-97.00 | Daily P&L: $2.59 | Bal: $7969.72
4:14:05 PM | info | Position closed: NVDA | P&L: $-109.54 | Daily P&L: $-106.96 | Bal: $7860.18
4:14:05 PM | info | Position closed: NVDA | P&L: $103.04 | Daily P&L: $-3.92 | Bal: $7963.22
4:14:05 PM | info | Position closed: NVDA | P&L: $81.47 | Daily P&L: $77.55 | Bal: $8044.68
4:14:05 PM | info | Position closed: NVDA | P&L: $-80.67 | Daily P&L: $-3.12 | Bal: $7964.01
4:14:05 PM | info | Position closed: NVDA | P&L: $81.38 | Daily P&L: $78.26 | Bal: $8045.39
4:14:05 PM | info | Position closed: NVDA | P&L: $129.95 | Daily P&L: $208.21 | Bal: $8175.35
4:14:05 PM | info | Position closed: NVDA | P&L: $92.13 | Daily P&L: $300.34 | Bal: $8267.47
4:14:05 PM | info | Position closed: NVDA | P&L: $94.89 | Daily P&L: $395.22 | Bal: $8362.36
4:14:05 PM | info | Position closed: NVDA | P&L: $94.06 | Daily P&L: $94.06 | Bal: $8456.42
4:14:05 PM | info | Position closed: NVDA | P&L: $119.34 | Daily P&L: $213.40 | Bal: $8575.76
4:14:05 PM | info | Position closed: NVDA | P&L: $-112.14 | Daily P&L: $101.26 | Bal: $8463.62
4:14:05 PM | info | Position closed: NVDA | P&L: $-89.22 | Daily P&L: $12.04 | Bal: $8374.40
4:14:05 PM | info | Position closed: NVDA | P&L: $98.61 | Daily P&L: $110.65 | Bal: $8473.01
4:14:05 PM | info | Position closed: NVDA | P&L: $96.25 | Daily P&L: $206.90 | Bal: $8569.26
4:14:05 PM | info | Position closed: NVDA | P&L: $3.93 | Daily P&L: $210.83 | Bal: $8573.19
4:14:05 PM | info | Position closed: NVDA | P&L: $112.75 | Daily P&L: $323.58 | Bal: $8685.94
4:14:05 PM | info | Position closed: NVDA | P&L: $171.99 | Daily P&L: $171.99 | Bal: $8857.93
4:14:05 PM | info | Position closed: NVDA | P&L: $109.44 | Daily P&L: $281.43 | Bal: $8967.37
4:14:05 PM | info | Position closed: NVDA | P&L: $-101.44 | Daily P&L: $179.99 | Bal: $8865.93
4:14:05 PM | info | Position closed: NVDA | P&L: $-133.51 | Daily P&L: $46.48 | Bal: $8732.41
4:14:05 PM | info | Position closed: NVDA | P&L: $-118.34 | Daily P&L: $-71.87 | Bal: $8614.07
4:14:05 PM | info | Position closed: NVDA | P&L: $92.61 | Daily P&L: $20.74 | Bal: $8706.68
4:14:05 PM | info | Position closed: NVDA | P&L: $-105.05 | Daily P&L: $-84.31 | Bal: $8601.63
4:14:05 PM | info | Position closed: NVDA | P&L: $90.72 | Daily P&L: $6.41 | Bal: $8692.35
4:14:05 PM | info | Position closed: NVDA | P&L: $-97.63 | Daily P&L: $-91.21 | Bal: $8594.72
4:14:05 PM | info | Position closed: NVDA | P&L: $102.60 | Daily P&L: $11.39 | Bal: $8697.32
4:14:05 PM | info | Position closed: NVDA | P&L: $-144.00 | Daily P&L: $-132.61 | Bal: $8553.32
4:14:05 PM | info | Position closed: NVDA | P&L: $117.18 | Daily P&L: $-15.43 | Bal: $8670.50
4:14:05 PM | info | Position closed: NVDA | P&L: $-177.18 | Daily P&L: $-177.18 | Bal: $8493.33
4:14:05 PM | info | Position closed: NVDA | P&L: $106.31 | Daily P&L: $-70.87 | Bal: $8599.63
4:14:05 PM | info | Position closed: NVDA | P&L: $95.97 | Daily P&L: $25.10 | Bal: $8695.61
4:14:05 PM | info | Position closed: NVDA | P&L: $-99.06 | Daily P&L: $-73.96 | Bal: $8596.55
4:14:05 PM | info | Position closed: NVDA | P&L: $117.56 | Daily P&L: $43.61 | Bal: $8714.11
4:14:05 PM | info | Position closed: NVDA | P&L: $106.43 | Daily P&L: $150.03 | Bal: $8820.53
4:14:05 PM | info | Position closed: NVDA | P&L: $102.18 | Daily P&L: $252.21 | Bal: $8922.71
4:14:05 PM | info | Position closed: NVDA | P&L: $134.30 | Daily P&L: $386.51 | Bal: $9057.01
4:14:05 PM | info | Position closed: NVDA | P&L: $-114.29 | Daily P&L: $272.22 | Bal: $8942.72
4:14:05 PM | info | Position closed: NVDA | P&L: $97.16 | Daily P&L: $369.38 | Bal: $9039.88
4:14:05 PM | info | Position closed: NVDA | P&L: $-129.20 | Daily P&L: $240.17 | Bal: $8910.68
4:14:05 PM | info | Position closed: NVDA | P&L: $109.61 | Daily P&L: $349.79 | Bal: $9020.29
4:14:05 PM | info | Position closed: NVDA | P&L: $126.31 | Daily P&L: $476.10 | Bal: $9146.61
4:14:05 PM | info | Position closed: NVDA | P&L: $-97.24 | Daily P&L: $378.86 | Bal: $9049.37
4:14:05 PM | info | Position closed: NVDA | P&L: $-101.46 | Daily P&L: $277.40 | Bal: $8947.90
